,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Age,prop_GFAParking,prop_Use1,prop_Use2,prop_Use3
178,NonResidential,Worship Facility,98105.0,8823902325,4,NORTHEAST,47.6626,-122.31164,1.0,3,103000,Worship Facility,42.0,4854429.5,149.93,64,0.0,0.0,0.0,0.0
185,NonResidential,Other,98101.0,2141290000,7,DOWNTOWN,47.61103,-122.33238,1.0,7,128766,Other - Entertainment/Public Assembly,,6057410.0,57.21,102,0.0,0.8523523290309554,0.09999534038488421,0.047652330584160414
186,NonResidential,Residence Hall,98101.0,2301950000,7,DOWNTOWN,47.6079,-122.33266,1.0,9,107572,Residence Hall/Dormitory,76.0,5572503.0,254.87,103,0.0,0.6289930640956269,0.26703723744404545,0.10396969846032761
187,NonResidential,Other,98101.0,2302700000,7,DOWNTOWN,47.60699,-122.33481,1.0,15,230880,Other,,62197176.0,433.6,61,0.0,0.0,0.0,0.0
192,NonResidential,Other,98119.0,7666201147,7,MAGNOLIA / QUEEN ANNE,47.63965,-122.3783,1.0,1,76086,Other,,3267564.0,101.41,43,0.0,0.0,0.0,0.0
193,NonResidential,Medical Office,98119.0,7666202190,7,MAGNOLIA / QUEEN ANNE,47.61972,-122.36033,1.0,5,190000,Medical Office,1.0,28731502.0,661.04,89,0.20526315789473684,0.0,0.0,0.0
194,NonResidential,Hotel,98121.0,7666202317,7,DOWNTOWN,47.6124,-122.35075,1.0,4,122309,Hotel,8.0,25453690.0,1060.13,55,0.0,0.0,0.0,0.0
195,Campus,Other,98125.0,7666202325,7,DOWNTOWN,47.61137,-122.34947,4.0,3,215476,Other,,24017770.0,639.39,21,0.0,0.0,0.0,0.0
196,NonResidential,Hotel,98121.0,7666202345,7,DOWNTOWN,47.61069,-122.34653,1.0,8,254273,Hotel,29.0,26659244.0,780.84,13,0.15259189925788424,0.0,0.0,0.0
197,Nonresidential COS,Other,98101.0,7666202420,7,DOWNTOWN,47.60729,-122.34211,1.0,2,69400,Other - Entertainment/Public Assembly,,14833476.0,301.76,36,0.0,0.0,0.0,0.0
198,NonResidential,Mixed Use Property,98104.0,7666202495,7,DOWNTOWN,47.6041,-122.33958,1.0,1,62900,Restaurant,,10394330.0,377.27,116,0.0,0.49479757482728254,0.4536684971634526,0.051533928009264894
199,NonResidential,Small- and Mid-Sized Office,98104.0,7666202580,7,DOWNTOWN,47.60271,-122.33557,1.0,4,56500,Office,98.0,1380293.625,44.22,102,0.0,0.0,0.0,0.0
200,NonResidential,Warehouse,98134.0,7666202725,2,GREATER DUWAMISH,47.59486,-122.32455,1.0,4,203504,Non-Refrigerated Warehouse,72.0,3785282.5,26.39,8,0.0,0.0,0.0,0.0
201,NonResidential,Large Office,98121.0,0656000005,7,DOWNTOWN,47.61757,-122.35122,0.0,3,100734,Office,20.0,9788717.0,68.24,48,0.2653622411499593,0.0,0.0,0.0
202,NonResidential,Small- and Mid-Sized Office,98121.0,0656000045,7,DOWNTOWN,47.61703,-122.35012,1.0,4,77662,Office,57.0,5007401.0,68.19,35,0.23826324328500426,0.0,0.0,0.0
203,NonResidential,Large Office,98121.0,0656000480,7,DOWNTOWN,47.61619,-122.34599,1.0,12,234000,Office,39.0,18661606.0,149.27,38,0.09311965811965812,0.7588113036188348,0.13040118066228867,0.11078751571887663
204,NonResidential,Large Office,98101.0,9301500000,7,DOWNTOWN,47.61217,-122.33694,1.0,25,369996,Office,74.0,24755086.0,172.58,27,0.0,0.0,0.0,0.0
205,NonResidential,Retail Store,98101.0,0659000070,7,DOWNTOWN,47.61229,-122.33629,1.0,10,693450,Retail Store,93.0,40062888.0,398.19,91,0.0,0.0,0.0,0.0
206,NonResidential,Large Office,98191.0,0659000165,7,DOWNTOWN,47.61316,-122.3343,1.0,33,791396,Office,89.0,40847752.0,313.3,40,0.0,0.7897751295376259,0.16818624469755933,0.04203862576481478
207,NonResidential,Large Office,98101.0,0659000235,7,DOWNTOWN,47.61399,-122.33523,1.0,23,747747,Office,90.0,30985420.0,359.11,16,0.2742585393187803,0.7037243641052717,0.28416292292983136,0.012112712964896872
208,NonResidential,Small- and Mid-Sized Office,98101.0,0659000350,7,DOWNTOWN,47.61356,-122.33665,1.0,10,63409,Office,90.0,3444270.0,170.51,90,0.12233279187497043,0.0,0.0,0.0
209,NonResidential,Large Office,98101.0,0659000365,7,DOWNTOWN,47.61375,-122.33566,1.0,17,204790,Office,91.0,7739699.0,100.26,86,0.14649152790663605,0.8173677850031651,0.0982332968866893,0.08439891811014559
210,NonResidential,Small- and Mid-Sized Office,98101.0,0659000385,7,DOWNTOWN,47.61256,-122.33808,1.0,5,73399,Office,61.0,3757006.0,26.19,100,0.0,0.0,0.0,0.0
211,NonResidential,Large Office,98101.0,0659000555,7,DOWNTOWN,47.61391,-122.33725,1.0,20,265851,Office,90.0,14633233.0,563.25,47,0.12162451899748355,0.0,0.0,0.0
212,NonResidential,Large Office,98121.0,0659000750,7,DOWNTOWN,47.61578,-122.33726,1.0,25,758043,Office,95.0,27018020.0,229.25,7,0.30165571082379233,0.0,0.0,0.0
213,NonResidential,Large Office,98121.0,0660000080,7,DOWNTOWN,47.61641,-122.34112,1.0,12,206000,Office,91.0,8580279.0,222.19,48,0.0,0.0,0.0,0.0
214,NonResidential,Large Office,98101.0,0660000650,7,DOWNTOWN,47.61555,-122.33582,1.0,36,824887,Office,97.0,39523852.0,275.54,7,0.187870581061406,0.0,0.0,0.0
215,NonResidential,Large Office,98101.0,0660001135,7,DOWNTOWN,47.61516,-122.33303,1.0,16,480840,Office,94.0,17867002.0,130.73,26,0.2944846518592463,0.6876564805848265,0.2721102240967417,0.04023329531843178
216,NonResidential,Small- and Mid-Sized Office,98104.0,0939000130,7,DOWNTOWN,47.60266,-122.33332,1.0,7,89550,Office,85.0,3903259.75,51.67,116,0.0,0.7911002444987775,0.12295843520782396,0.08594132029339853
217,NonResidential,Small- and Mid-Sized Office,98104.0,0939000150,7,DOWNTOWN,47.60219,-122.33347,1.0,6,89355,Office,66.0,4178233.5,31.97,116,0.0,0.0,0.0,0.0
218,NonResidential,Large Office,98104.0,0939000260,7,DOWNTOWN,47.6036,-122.33288,1.0,15,388934,Office,89.0,18576900.0,213.23,94,0.0,0.0,0.0,0.0
219,NonResidential,Large Office,98104.0,0939000335,7,DOWNTOWN,47.60403,-122.33497,1.0,22,384302,Office,98.0,10062436.0,70.15,87,0.0,0.9866301159738007,0.009307094848208304,0.00406278917799103
220,NonResidential,Large Office,98104.0,0939000355,7,DOWNTOWN,47.6037,-122.33447,1.0,17,378525,Office,69.0,24906132.0,940.47,58,0.22349910838121656,0.7073326623200136,0.24882547779831968,0.0438418598816667
221,NonResidential,Large Office,98104.0,0939000435,7,DOWNTOWN,47.60505,-122.33427,1.0,47,1323055,Office,94.0,44683660.0,318.97,33,0.0,0.7651928391750642,0.20635653376842347,0.028450627056512277
222,NonResidential,Large Office,98104.0,0939000475,7,DOWNTOWN,47.60567,-122.33511,1.0,41,589921,Office,84.0,24603420.0,171.52,30,0.21940564923099873,0.7995200323604245,0.18299106179243438,0.017488905847141183
223,NonResidential,Small- and Mid-Sized Office,98104.0,0939000520,7,DOWNTOWN,47.60542,-122.33588,1.0,6,91091,Office,,1835804.875,46.56,66,0.015281421874828468,0.0,0.0,0.0
224,NonResidential,Large Office,98101.0,0942000025,7,DOWNTOWN,47.60581,-122.33664,1.0,8,157941,Office,81.0,3743228.5,26.1,48,0.39883880689624607,0.0,0.0,0.0
225,NonResidential,Large Office,98101.0,0942000030,7,DOWNTOWN,47.60614,-122.33674,1.0,29,635303,Office,95.0,18221224.0,139.72,25,0.3104518631267285,0.7226903421346637,0.2688447839120383,0.00846487395329801
227,NonResidential,Large Office,98101.0,0942000050,7,DOWNTOWN,47.60655,-122.33533,1.0,34,776762,Office,81.0,32552428.0,231.32,36,0.20933567810989723,0.0,0.0,0.0
228,NonResidential,Large Office,98101.0,0942000140,7,DOWNTOWN,47.60671,-122.33456,1.0,14,186768,Office,95.0,9641043.0,218.53,44,0.1272969673605757,0.8433317471390753,0.1555594568747661,0.0011087959861585301
229,NonResidential,Large Office,98154.0,0942000300,7,DOWNTOWN,47.60615,-122.33388,1.0,49,1123435,Office,89.0,45163308.0,627.87,47,0.32843911752793886,0.7549575057603095,0.21673882024008057,0.028303673999609914
230,NonResidential,Large Office,98104.0,0942000345,7,DOWNTOWN,47.60549,-122.33319,1.0,37,1052469,Office,93.0,41213584.0,287.32,14,0.15622312866222188,0.7258571144052124,0.17600459024478143,0.09813829535000616
231,NonResidential,Large Office,98164.0,0942000365,7,DOWNTOWN,47.60616,-122.33165,1.0,42,617684,Office,28.0,69519808.0,546.65,43,0.27765006054875957,0.7369105303706106,0.24024815505636202,0.02284131457302733
232,NonResidential,Large Office,98104.0,0942000550,7,DOWNTOWN,47.60471,-122.33261,1.0,8,201480,Office,91.0,8921778.0,175.95,109,0.0,0.8028687710939051,0.14440142942227516,0.052729799483819735
233,Nonresidential COS,Large Office,98104.0,0942000720,3,DOWNTOWN,47.60501,-122.32988,1.0,63,1354987,Office,89.0,61576184.0,429.27,26,0.11778710792059259,0.8698270007375655,0.11654921606286102,0.013623783199573527
234,Nonresidential COS,Large Office,98104.0,0942000750,3,DOWNTOWN,47.60421,-122.32919,1.0,14,310490,Office,,21169502.0,380.37,15,0.0,0.9027953788076895,0.09519307491668846,0.0020115462756220706
235,Nonresidential COS,Large Office,98104.0,0942000810,7,DOWNTOWN,47.60377,-122.32971,1.0,8,199530,Office,69.0,13214416.0,298.61,13,0.1536611035934446,0.81642644843451,0.09461137575831603,0.08896217580717397
236,NonResidential,Large Office,98104.0,0942001105,7,DOWNTOWN,47.60249,-122.32854,1.0,13,372242,Office,98.0,13843866.0,216.24,10,0.14158262635597274,0.0,0.0,0.0
237,NonResidential,Large Office,98104.0,0942001150,7,DOWNTOWN,47.60193,-122.32812,1.0,7,114395,Office,99.0,2746560.75,70.17,107,0.07252065212640413,0.0,0.0,0.0
238,NonResidential,Retail Store,98105.0,1142000075,4,NORTHEAST,47.66024,-122.31278,1.0,2,89200,Retail Store,83.0,6461937.0,89.47,38,0.0,0.0,0.0,0.0
239,NonResidential,Large Office,98195.0,1142000280,4,NORTHEAST,47.66072,-122.31466,1.0,23,474546,Office,77.0,28450436.0,198.34,45,0.0,0.0,0.0,0.0
240,NonResidential,Other,98185.0,1142000290,4,NORTHEAST,47.6606,-122.31512,1.0,5,36000,Data Center,96.0,30038490.0,209.41,47,0.0,0.0,0.0,0.0
241,NonResidential,Small- and Mid-Sized Office,98105.0,1142000500,4,NORTHEAST,47.661,-122.31626,0.0,5,99005,Office,70.0,4728488.5,119.03,55,0.0,0.0,0.0,0.0
242,NonResidential,Large Office,98105.0,1142000530,4,NORTHEAST,47.66065,-122.31689,1.0,6,135051,Office,88.0,4426136.0,30.86,14,0.32763918815854753,0.0,0.0,0.0
243,NonResidential,Large Office,98105.0,1142000550,4,NORTHEAST,47.65999,-122.31741,1.0,5,220649,Office,93.0,7046345.5,49.12,14,0.37489406251557905,0.0,0.0,0.0
244,NonResidential,Self-Storage Facility,98101.0,0660001580,7,DOWNTOWN,47.61591,-122.33238,1.0,5,93660,Self-Storage Facility,,873221.875,6.09,52,0.0,0.0,0.0,0.0
245,NonResidential,Large Office,98101.0,0660002054,7,DOWNTOWN,47.61597,-122.33086,1.0,18,413715,Office,79.0,24224888.0,168.88,36,0.156291166624367,0.0,0.0,0.0
246,NonResidential,Mixed Use Property,98101.0,0660002381,7,DOWNTOWN,47.6177,-122.3306,1.0,11,381381,Parking,94.0,9765777.0,72.42,16,0.5129280168650248,0.47511135828521234,0.4267010400370068,0.09818760167778084
247,NonResidential,Large Office,98101.0,0660002410,7,DOWNTOWN,47.61695,-122.32965,1.0,20,497513,Office,65.0,26823218.0,197.19,28,0.23867517029705757,0.0,0.0,0.0
248,NonResidential,Large Office,98121.0,0694000205,7,DOWNTOWN,47.61431,-122.34244,1.0,24,543876,Office,79.0,25307744.0,176.43,37,0.2146095801248814,0.0,0.0,0.0
249,NonResidential,Mixed Use Property,98121.0,0695000135,7,DOWNTOWN,47.6177,-122.3545,1.0,4,109347,Laboratory,,8218155.5,91.13,36,0.35391917473730417,0.3876558113162684,0.35391917473730417,0.2584250139464274
250,NonResidential,Large Office,98121.0,0695000335,7,DOWNTOWN,47.6182,-122.352,1.0,6,396626,Office,64.0,20361158.0,141.95,34,0.31318168753435227,0.0,0.0,0.0
251,NonResidential,Large Office,98121.0,0696000175,7,DOWNTOWN,47.61598,-122.34369,1.0,6,287471,Office,74.0,14913424.0,103.97,14,0.2907806352640788,0.7122318186206436,0.2680068618786992,0.019761319500657227
252,NonResidential,Large Office,98121.0,0697000064,7,DOWNTOWN,47.61734,-122.34434,1.0,3,192630,Office,94.0,5357833.0,46.03,69,0.25184031563100245,0.0,0.0,0.0
253,NonResidential,Large Office,98121.0,0698000040,7,DOWNTOWN,47.6176,-122.35686,1.0,8,253103,Office,3.0,29949248.0,208.79,32,0.244904248468015,0.633070420062796,0.2800285653872086,0.08690101454999541
254,NonResidential,Supermarket / Grocery Store,98117.0,0767000060,6,NORTHWEST,47.7019,-122.36374,1.0,1,60880,Supermarket/Grocery Store,54.0,14293972.0,384.27,60,0.0,0.0,0.0,0.0
255,NonResidential,Small- and Mid-Sized Office,98104.0,0939000025,7,DOWNTOWN,47.60227,-122.33202,1.0,5,50176,Office,77.0,2933288.75,24.91,116,0.0,0.8,0.13239548561436973,0.06760451438563027
256,NonResidential,Large Office,98104.0,0939000060,7,DOWNTOWN,47.60198,-122.33174,1.0,42,304346,Office,72.0,23262244.0,741.3,104,0.0,0.9388945301274069,0.032298112846058054,0.02880735702653511
257,NonResidential,Warehouse,98108.0,0001800113,2,GREATER DUWAMISH,47.54066,-122.33023,1.0,1,128800,Non-Refrigerated Warehouse,97.0,1809101.5,78.92,39,0.0,0.0,0.0,0.0
258,NonResidential,Large Office,98101.0,0002400002,7,DOWNTOWN,47.60932,-122.33388,1.0,8,321945,Office,76.0,13656587.0,355.05,89,0.0,0.7383803486669527,0.17409017919941963,0.08752947213362765
259,NonResidential,Large Office,98101.0,0002400002,7,DOWNTOWN,47.60842,-122.33305,1.0,22,336330,Office,77.0,18967014.0,530.66,52,0.0,0.7762707962939966,0.20120121029660748,0.02252799340939585
260,NonResidential,Large Office,98101.0,0002400002,7,DOWNTOWN,47.60869,-122.33588,1.0,21,298426,Office,79.0,27076922.0,1084.79,56,0.0,0.5774926638934572,0.3985480958369611,0.023959240269581763
261,NonResidential,Large Office,98101.0,0002400003,7,DOWNTOWN,47.60896,-122.33481,1.0,42,635824,Office,69.0,48479988.0,337.97,40,0.0,0.9233162499485956,0.051404367315047085,0.02527938273635728
262,NonResidential,Hotel,98101.0,0002400003,7,DOWNTOWN,47.60804,-122.33391,1.0,12,542305,Hotel,45.0,56485204.0,2573.75,93,0.0,0.0,0.0,0.0
263,NonResidential,Retail Store,98144.0,0003600052,2,SOUTHEAST,47.57936,-122.29744,1.0,2,291940,Retail Store,80.0,11688601.0,162.45,36,0.0,0.0,0.0,0.0
264,NonResidential,Mixed Use Property,98108.0,0007400015,2,GREATER DUWAMISH,47.52871,-122.29443,0.0,1,88400,Non-Refrigerated Warehouse,42.0,4383100.5,116.03,46,0.0,0.3684529382607259,0.32626535220576086,0.30528170953351325
265,NonResidential,Warehouse,98133.0,0164000120,5,NORTHWEST,47.72912,-122.34677,1.0,1,52311,Non-Refrigerated Warehouse,96.0,930611.875,48.65,56,0.0,0.0,0.0,0.0
266,NonResidential,Other,98109.0,0209000030,7,LAKE UNION,47.62323,-122.33028,1.0,5,141131,Parking,,3085814.0,21.51,7,0.4939382559466028,0.0,0.0,0.0
267,NonResidential,Large Office,98109.0,0209000050,7,LAKE UNION,47.62333,-122.3296,1.0,5,176532,Office,60.0,5803409.0,40.46,15,0.3969082092765051,0.0,0.0,0.0
268,NonResidential,Warehouse,98107.0,0467000050,6,BALLARD,47.65825,-122.3683,1.0,1,52500,Non-Refrigerated Warehouse,2.0,3989399.0,70.47,43,0.0,0.0,0.0,0.0
269,NonResidential,Warehouse,98107.0,0467000420,6,BALLARD,47.66587,-122.38476,1.0,2,57300,Non-Refrigerated Warehouse,55.0,4560492.0,156.67,57,0.0,0.0,0.0,0.0
270,NonResidential,Large Office,98121.0,0653000250,7,DOWNTOWN,47.61429,-122.35263,1.0,6,350310,Office,90.0,18102026.0,224.36,100,0.0,0.8982751567838634,0.07916444721732553,0.022560395998811062
271,NonResidential,Large Office,98101.0,1974700120,7,DOWNTOWN,47.60723,-122.33611,1.0,55,1400000,Office,92.0,53079164.0,588.9,28,0.20357142857142857,0.7140637626194606,0.18997410563893707,0.09596213174160229
272,NonResidential,Hotel,98101.0,1975700025,7,DOWNTOWN,47.60968,-122.33379,1.0,21,305548,Hotel,58.0,33729336.0,1510.85,86,0.0,0.0,0.0,0.0
273,NonResidential,Large Office,98101.0,1975700080,7,DOWNTOWN,47.61054,-122.33466,1.0,46,1536606,Office,89.0,56606136.0,530.18,27,0.3335975520074762,0.6997260159224887,0.26319643436772505,0.037077549709786294
274,NonResidential,Large Office,98101.0,1975700095,7,DOWNTOWN,47.61003,-122.33452,1.0,10,135918,Office,91.0,6423556.5,193.72,58,0.0,0.0,0.0,0.0
275,NonResidential,Retail Store,98101.0,1975700115,7,DOWNTOWN,47.61159,-122.33601,1.0,4,79957,Retail Store,25.0,5252131.0,36.61,102,0.0,0.0,0.0,0.0
277,NonResidential,Large Office,98101.0,1975700160,7,DOWNTOWN,47.61125,-122.33494,1.0,29,500000,Office,93.0,18848780.0,131.4,33,0.0,0.8131145790911642,0.15816453619171505,0.028720884717120636
278,NonResidential,Large Office,98101.0,1975700235,7,DOWNTOWN,47.61005,-122.3361,0.0,10,132326,Office,72.0,6029020.0,65.2,90,0.0,0.803889874269338,0.1101781548435575,0.08593197088710453
279,NonResidential,Large Office,98101.0,1975700240,7,DOWNTOWN,47.61033,-122.3357,1.0,6,109830,Office,45.0,7335905.5,51.14,32,0.12018574160065555,0.8210158823818655,0.12981265673403156,0.04917146088410287
280,NonResidential,Hotel,98101.0,1975700255,7,DOWNTOWN,47.60996,-122.33572,0.0,19,332067,Hotel,6.0,37785552.0,1468.5,43,0.17851819060611263,0.0,0.0,0.0
281,NonResidential,Large Office,98101.0,1975700305,7,DOWNTOWN,47.60991,-122.33687,1.0,10,130513,Office,49.0,11651200.0,318.08,106,0.0,0.6695961321860657,0.24720909028219412,0.08319477753174014
282,NonResidential,Small- and Mid-Sized Office,98101.0,1975700330,7,DOWNTOWN,47.60953,-122.33647,1.0,8,60660,Office,,2586116.0,18.03,96,0.0,0.0,0.0,0.0
283,NonResidential,Large Office,98101.0,1975700340,7,DOWNTOWN,47.60902,-122.33674,1.0,14,137350,Office,89.0,6366084.5,202.99,87,0.0,0.0,0.0,0.0
284,NonResidential,Large Office,98101.0,1975700345,7,DOWNTOWN,47.60923,-122.33625,1.0,15,151039,Office,84.0,5446624.0,238.09,87,0.0,0.0,0.0,0.0
285,NonResidential,Large Office,98101.0,1975700390,7,DOWNTOWN,47.61022,-122.33745,1.0,30,755000,Office,72.0,52226204.0,793.05,31,0.17836026490066226,0.8208913499685982,0.16197555259409036,0.0171330974373114
286,NonResidential,Small- and Mid-Sized Office,98101.0,1975700440,7,DOWNTOWN,47.60995,-122.33904,1.0,4,63540,Office,72.0,3518459.5,74.83,110,0.0,0.0,0.0,0.0
287,NonResidential,Large Office,98101.0,1975700465,7,DOWNTOWN,47.60987,-122.33824,1.0,10,130893,Office,80.0,6962073.0,48.54,89,0.0,0.7222003186963022,0.22322704647380612,0.05457263482989174
288,NonResidential,Mixed Use Property,98101.0,1975700580,7,DOWNTOWN,47.60821,-122.33899,1.0,5,79920,Office,,3009463.75,20.98,106,0.0,0.5,0.3333333333333333,0.16666666666666666
289,Campus,Mixed Use Property,98101.0,1976200205,7,DOWNTOWN,47.60881,-122.34119,1.0,4,137400,Retail Store,,14940504.0,316.2,108,0.0,0.5677228232869654,0.24706336939721793,0.1852138073158166
290,NonResidential,Other,98101.0,1976700045,7,DOWNTOWN,47.61164,-122.33446,1.0,6,147852,Parking,,9671619.0,185.03,20,0.5845642940237534,0.5470634404881466,0.34289258918549403,0.1100439703263594
291,NonResidential,Other,98101.0,1976700055,7,DOWNTOWN,47.61185,-122.33421,0.0,4,267335,Parking,,7273155.5,147.75,20,0.6245347597583556,0.6316896639135551,0.26464300983326206,0.10366732625318285
292,NonResidential,Large Office,98101.0,1976700125,7,DOWNTOWN,47.61043,-122.33206,1.0,56,1605578,Office,97.0,49517704.0,525.78,27,0.2428159827800331,0.7575879830255567,0.22469293905349555,0.017719077920947693
293,NonResidential,Large Office,98101.0,1976700155,7,DOWNTOWN,47.60967,-122.33229,1.0,36,794592,Office,96.0,26689658.0,216.43,36,0.0,0.941377461640691,0.046068925939350004,0.012553612419958922
294,NonResidential,Large Office,98101.0,1976700185,7,DOWNTOWN,47.60909,-122.33202,1.0,21,456304,Office,74.0,19397324.0,135.23,45,0.20425856446579474,0.0,0.0,0.0
295,NonResidential,Large Office,98101.0,1977200020,7,DOWNTOWN,47.61029,-122.34089,1.0,12,115857,Office,89.0,4757299.5,33.17,30,0.13067833622482888,0.8944008193922841,0.10109252304540799,0.004506657562307955
296,NonResidential,Small- and Mid-Sized Office,98121.0,1977200135,7,DOWNTOWN,47.61116,-122.34748,1.0,4,87500,Office,72.0,4549892.0,31.72,17,0.2,0.0,0.0,0.0
297,NonResidential,Large Office,98121.0,1977200187,7,DOWNTOWN,47.6117,-122.34778,1.0,11,374405,Office,72.0,13329024.0,92.92,18,0.49351905022635917,0.0,0.0,0.0
298,NonResidential,Other,98121.0,1977200740,7,DOWNTOWN,47.61252,-122.34351,1.0,12,193500,Other,,14436982.0,100.65,31,0.19638242894056848,0.0,0.0,0.0
299,NonResidential,Large Office,98101.0,1977200920,7,DOWNTOWN,47.61108,-122.34217,1.0,11,102846,Office,96.0,5327249.5,281.55,93,0.0,0.0,0.0,0.0
300,NonResidential,Small- and Mid-Sized Office,98121.0,1977201245,7,DOWNTOWN,47.61304,-122.34059,1.0,4,52800,Office,83.0,2429021.0,44.48,91,0.0,0.0,0.0,0.0
301,Campus,Mixed Use Property,98101.0,1977201315,7,DOWNTOWN,47.61229,-122.33903,3.0,10,258497,Parking,,20779796.0,418.9,103,0.0,0.38385909646998223,0.3605650405900038,0.25557586294001394
302,NonResidential,Retail Store,98181.0,1977201320,7,DOWNTOWN,47.61098,-122.33815,1.0,8,861702,Retail Store,,17666646.0,328.83,87,0.0,0.0,0.0,0.0
303,NonResidential,Other,98101.0,1978200010,7,EAST,47.61,-122.32922,1.0,5,206950,Other,,19295226.0,249.09,17,0.470645083353467,0.0,0.0,0.0
305,NonResidential,Other,98101.0,1978200280,3,EAST,47.61048,-122.32837,1.0,9,46710,Urgent Care/Clinic/Other Outpatient,,4169431.5,130.69,28,0.0,0.0,0.0,0.0
306,NonResidential,Medical Office,98101.0,1978200280,3,EAST,47.61048,-122.32837,1.0,3,266000,Medical Office,65.0,13911761.0,201.15,71,0.39097744360902253,0.0,0.0,0.0
307,NonResidential,Medical Office,98104.0,1978200625,3,EAST,47.60921,-122.32425,1.0,14,690158,Medical Office,58.0,21156670.0,147.49,24,0.5908719452647075,0.0,0.0,0.0
308,NonResidential,Mixed Use Property,98109.0,1991200150,7,LAKE UNION,47.61915,-122.34857,1.0,6,378443,Parking,100.0,55073120.0,456.22,15,0.46944982467637136,0.5020883173386863,0.3323617387266,0.16554994393471373
309,NonResidential,Mixed Use Property,98109.0,1991200170,7,LAKE UNION,47.61915,-122.34857,1.0,6,213834,Parking,100.0,75073888.0,530.59,15,0.4906703330620949,0.5325232961812534,0.27602675761820655,0.19144994620054
310,NonResidential,Hotel,98109.0,1991200540,7,LAKE UNION,47.62036,-122.34588,1.0,5,109017,Hotel,34.0,9474745.0,243.66,37,0.2697652659676931,0.0,0.0,0.0
311,NonResidential,Large Office,98119.0,1992200170,7,MAGNOLIA / QUEEN ANNE,47.62177,-122.36158,1.0,5,275734,Office,77.0,16373232.0,114.14,35,0.1394532411672119,0.0,0.0,0.0
312,NonResidential,Warehouse,98104.0,2024049016,2,GREATER DUWAMISH,47.56064,-122.32522,1.0,1,123061,Non-Refrigerated Warehouse,59.0,1987934.625,13.86,15,0.0,0.0,0.0,0.0
313,NonResidential,Distribution Center,98108.0,2024049060,2,GREATER DUWAMISH,47.54868,-122.3255,1.0,1,59090,Distribution Center,45.0,2756214.75,117.11,53,0.0,0.0,0.0,0.0
314,NonResidential,Warehouse,98108.0,2024049061,2,GREATER DUWAMISH,47.5471,-122.32406,1.0,1,106000,Non-Refrigerated Warehouse,93.0,763364.5,5.32,53,0.0,0.0,0.0,0.0
