,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Age,prop_GFAParking,prop_Use1,prop_Use2,prop_Use3
355,NonResidential,Hospital,98109.0,1361300055,3,LAKE UNION,47.62667,-122.32965,1.0,7,351530,Hospital (General Medical & Surgical),23.0,42709624.0,1032.63,16,0.4280004551531875,0.0,0.0,0.0
356,NonResidential,Supermarket / Grocery Store,98125.0,1453601660,5,NORTH,47.7237,-122.29232,1.0,2,308965,Supermarket/Grocery Store,78.0,14512786.0,277.98,21,0.6080882947906721,1.0,0.0,0.0
357,NonResidential,Supermarket / Grocery Store,98134.0,1824049003,2,GREATER DUWAMISH,47.56895,-122.33775,1.0,1,63225,Supermarket/Grocery Store,100.0,6522551.5,45.47,8,0.0,0.0,0.0,0.0
358,Nonresidential COS,Other,98118.0,1824049020,1,DELRIDGE,47.56548,-122.35378,0.0,1,113780,Other - Services,,3574542.25,121.98,61,0.0,0.0,0.0,0.0
359,NonResidential,Warehouse,98134.0,1824049063,2,GREATER DUWAMISH,47.56419,-122.34262,1.0,1,243044,Non-Refrigerated Warehouse,100.0,1396082.25,41.8,17,0.0,0.0,0.0,0.0
360,NonResidential,Other,98103.0,1825049147,6,LAKE UNION,47.64942,-122.35024,1.0,3,280252,Parking,,11521702.0,80.32,15,0.5577551632102536,0.5577551632102536,0.4154832079699699,0.026761628819776485
361,NonResidential,Other,98109.0,1925049022,7,MAGNOLIA / QUEEN ANNE,47.63549,-122.34103,1.0,3,66462,Other,,6876439.5,47.94,64,0.19557040113147361,0.0,0.0,0.0
362,NonResidential,Retail Store,98133.0,1926049033,5,NORTHWEST,47.72053,-122.34739,1.0,1,131387,Retail Store,72.0,8773058.0,110.46,19,0.0,0.0,0.0,0.0
363,NonResidential,Warehouse,98133.0,1926049045,5,NORTHWEST,47.72377,-122.34095,1.0,3,94400,Non-Refrigerated Warehouse,38.0,784364.5,10.24,17,0.0,0.0,0.0,0.0
364,NonResidential,Other,98133.0,1926049215,5,NORTHWEST,47.72546,-122.34659,6.0,1,111900,Strip Mall,,9814820.0,226.43,52,0.0,0.0,0.0,0.0
365,NonResidential,Supermarket / Grocery Store,98133.0,1926049230,5,NORTHWEST,47.72803,-122.34214,0.0,1,144776,Wholesale Club/Supercenter,56.0,13424079.0,237.39,32,0.0,0.0,0.0,0.0
366,NonResidential,Retail Store,98133.0,1926049371,5,NORTHWEST,47.7249,-122.34332,1.0,1,114000,Retail Store,79.0,17225444.0,553.27,49,0.0,0.0,0.0,0.0
367,NonResidential,Supermarket / Grocery Store,98133.0,1926049424,5,NORTHWEST,47.7235,-122.34458,1.0,1,50083,Supermarket/Grocery Store,78.0,8663691.0,158.92,19,0.0,0.0,0.0,0.0
368,NonResidential,Large Office,98103.0,1972203220,6,LAKE UNION,47.65086,-122.35412,1.0,3,124071,Office,73.0,4991360.5,34.9,28,0.2308758694618404,0.0,0.0,0.0
369,NonResidential,Small- and Mid-Sized Office,98103.0,1972206507,6,LAKE UNION,47.64963,-122.35158,1.0,4,90000,Office,84.0,3897738.0,27.17,16,0.40586666666666665,0.0,0.0,0.0
370,NonResidential,Small- and Mid-Sized Office,98103.0,1973200353,6,LAKE UNION,47.64849,-122.35041,1.0,3,96041,Office,70.0,5413418.0,37.74,15,0.35098551660228444,0.0,0.0,0.0
371,NonResidential,Large Office,98103.0,1973200385,6,LAKE UNION,47.64822,-122.34848,1.0,3,280957,Office,96.0,11325513.0,94.47,17,0.4087066704157576,0.6007709511284709,0.36969823445104183,0.029530814420487297
372,NonResidential,Large Office,98103.0,1973200387,6,LAKE UNION,47.64882,-122.34905,1.0,4,243334,Office,89.0,8651835.0,85.01,17,0.4234180180328273,0.0,0.0,0.0
373,NonResidential,Mixed Use Property,98101.0,1974700010,7,DOWNTOWN,47.6074,-122.33777,1.0,6,154660,Other - Entertainment/Public Assembly,,52960796.0,1623.34,25,0.0,0.5724667456616467,0.30149166730372295,0.1260415870346304
374,NonResidential,Large Office,98108.0,2738100010,2,GREATER DUWAMISH,47.55146,-122.32832,1.0,5,390295,Office,95.0,7683885.0,53.57,34,0.31098271820033563,0.0,0.0,0.0
375,NonResidential,Warehouse,98108.0,2738100355,2,GREATER DUWAMISH,47.54983,-122.32858,1.0,2,90000,Non-Refrigerated Warehouse,87.0,1429146.375,17.17,49,0.0,0.0,0.0,0.0
376,NonResidential,Retail Store,98108.0,2738100425,2,GREATER DUWAMISH,47.55032,-122.32614,1.0,1,50200,Retail Store,,1047461.0,32.22,50,0.0,0.0,0.0,0.0
377,NonResidential,Small- and Mid-Sized Office,98107.0,2767701055,6,BALLARD,47.66891,-122.38528,1.0,6,94033,Office,,4758198.0,120.24,91,0.0659342996607574,0.6486658577315376,0.29727164602280237,0.05406249624565998
378,NonResidential,Warehouse,98107.0,2767702765,6,BALLARD,47.66724,-122.38553,1.0,2,63240,Non-Refrigerated Warehouse,100.0,227566.7031,8.15,75,0.0,0.0,0.0,0.0
379,NonResidential,Other,98107.0,2768303229,6,BALLARD,47.66233,-122.3748,1.0,5,322869,Parking,,17085344.0,413.35,8,0.5651022550941713,0.0,0.0,0.0
380,NonResidential,Self-Storage Facility,98119.0,2770603715,7,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1.0,4,130293,Self-Storage Facility,,465533.3125,3.25,28,0.17959522000414452,0.0,0.0,0.0
381,NonResidential,Warehouse,98119.0,2770605769,7,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,1.0,4,106041,Non-Refrigerated Warehouse,94.0,1123943.0,25.58,19,0.0,0.0,0.0,0.0
382,NonResidential,Self-Storage Facility,98119.0,2771604950,7,MAGNOLIA / QUEEN ANNE,47.63634,-122.3754,1.0,3,94470,Self-Storage Facility,,1000796.875,33.18,60,0.0,0.0,0.0,0.0
383,NonResidential,Large Office,98104.0,5247801292,2,DOWNTOWN,47.59963,-122.32796,1.0,10,181694,Office,88.0,7637986.0,53.25,14,0.21016654374938082,0.83827476784057,0.14974908442211612,0.011976147737313897
385,NonResidential,Warehouse,98108.0,5367201155,2,GREATER DUWAMISH,47.54769,-122.3251,1.0,1,22780,Non-Refrigerated Warehouse,33.0,402051.3125,2.8,50,0.0,0.0,0.0,0.0
386,NonResidential,Distribution Center,98168.0,5367204080,2,GREATER DUWAMISH,47.54187,-122.32714,1.0,1,124472,Distribution Center,62.0,5464762.0,237.36,49,0.0,0.0,0.0,0.0
387,NonResidential,Large Office,98104.0,0942000590,7,DOWNTOWN,47.60411,-122.33225,1.0,22,227556,Office,95.0,8493420.0,59.21,46,0.4331065759637188,0.0,0.0,0.0
388,NonResidential,Distribution Center,98168.0,5367204080,2,GREATER DUWAMISH,47.54187,-122.32714,1.0,1,50065,Distribution Center,72.0,1529510.25,42.65,49,0.0,0.0,0.0,0.0
389,NonResidential,Distribution Center,98108.0,5367204505,2,GREATER DUWAMISH,47.54621,-122.33486,1.0,1,57540,Distribution Center,26.0,2582687.0,76.68,47,0.0,0.0,0.0,0.0
390,NonResidential,Warehouse,98108.0,5367204745,2,GREATER DUWAMISH,47.54853,-122.32814,1.0,1,85400,Non-Refrigerated Warehouse,49.0,1536998.25,10.72,50,0.0,0.0,0.0,0.0
391,NonResidential,Warehouse,98108.0,5367204745,2,GREATER DUWAMISH,47.54912,-122.32819,1.0,1,55700,Non-Refrigerated Warehouse,63.0,519806.0938,3.62,50,0.0,0.0,0.0,0.0
392,NonResidential,Small- and Mid-Sized Office,98108.0,5367204756,2,GREATER DUWAMISH,47.54965,-122.3278,1.0,1,53250,Office,96.0,1794187.25,46.93,52,0.0,0.0,0.0,0.0
393,NonResidential,Small- and Mid-Sized Office,98109.0,5457801420,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.34843,1.0,6,78672,Office,98.0,2179719.75,28.63,29,0.3613356721578198,0.0,0.0,0.0
394,NonResidential,Warehouse,98133.0,5687500005,5,NORTHWEST,47.71286,-122.34422,1.0,3,64660,Non-Refrigerated Warehouse,89.0,325513.0,6.32,30,0.0,0.0,0.0,0.0
395,NonResidential,Mixed Use Property,98122.0,6003500510,3,EAST,47.61552,-122.31744,1.0,2,75844,Other,,3684188.5,38.48,89,0.2627498549654554,0.3750065924792996,0.3749934075207004,0.25
396,NonResidential,Distribution Center,98134.0,6172900005,2,GREATER DUWAMISH,47.5701,-122.33342,1.0,1,161678,Distribution Center,25.0,9357230.0,204.81,48,0.0,0.0,0.0,0.0
397,NonResidential,Distribution Center,98134.0,6172900010,2,GREATER DUWAMISH,47.56874,-122.33303,1.0,1,101101,Distribution Center,1.0,21795830.0,152.71,67,0.0,0.0,0.0,0.0
398,NonResidential,Distribution Center,98134.0,6172900015,2,GREATER DUWAMISH,47.57023,-122.33241,1.0,1,52613,Distribution Center,80.0,1061458.25,32.02,36,0.0,0.0,0.0,0.0
399,NonResidential,Other,98134.0,6172900075,2,GREATER DUWAMISH,47.56785,-122.33361,1.0,1,56608,Other,,5094197.0,74.31,76,0.0,0.0,0.0,0.0
400,NonResidential,Refrigerated Warehouse,98134.0,6172900230,2,GREATER DUWAMISH,47.56637,-122.33273,1.0,1,104099,Refrigerated Warehouse,,17695420.0,142.36,63,0.0,0.9606240213642783,0.039375978635721766,0.0
401,NonResidential,Supermarket / Grocery Store,98103.0,6431500015,5,NORTHWEST,47.69267,-122.35506,1.0,1,58184,Supermarket/Grocery Store,41.0,14715262.0,414.43,13,0.12804207342224666,0.0,0.0,0.0
402,NonResidential,Supermarket / Grocery Store,98155.0,6632300290,5,NORTH,47.73315,-122.3105,1.0,1,58480,Supermarket/Grocery Store,37.0,11054535.0,272.54,36,0.0,0.0,0.0,0.0
403,NonResidential,Large Office,98109.0,6849700145,7,LAKE UNION,47.62029,-122.33078,1.0,6,336700,Office,95.0,9058916.0,54.92,11,0.37065637065637064,0.9794694130651641,0.020530586934835945,0.0
404,NonResidential,Retail Store,98109.0,6849700205,7,LAKE UNION,47.62,-122.33027,1.0,4,264008,Retail Store,42.0,9937707.0,190.61,20,0.6060195145601649,0.0,0.0,0.0
405,NonResidential,Small- and Mid-Sized Office,98144.0,7132300370,3,CENTRAL,47.59367,-122.30957,1.0,2,62220,Office,32.0,5444253.5,38.55,102,0.0,0.8006861968857218,0.18184217471628397,0.017471628397994193
406,NonResidential,Small- and Mid-Sized Office,98144.0,7132800055,3,GREATER DUWAMISH,47.59388,-122.31124,1.0,1,65430,Office,89.0,3181045.5,90.24,46,0.0,0.0,0.0,0.0
407,NonResidential,Large Office,98105.0,7174800132,4,NORTHEAST,47.66517,-122.30186,1.0,3,102290,Office,26.0,6062770.5,49.17,10,0.4148988170886695,0.0,0.0,0.0
408,NonResidential,Other,98122.0,7234600985,3,CENTRAL,47.6144,-122.30982,1.0,3,80004,Other,,12232124.0,85.28,90,0.0,0.0,0.0,0.0
409,NonResidential,Warehouse,98108.0,7376600510,2,GREATER DUWAMISH,47.56407,-122.32765,1.0,2,323916,Non-Refrigerated Warehouse,92.0,8024064.5,262.45,25,0.0,0.0,0.0,0.0
410,NonResidential,Mixed Use Property,98144.0,2829600110,2,GREATER DUWAMISH,47.5928,-122.31599,1.0,14,304052,Office,66.0,21027396.0,247.35,84,0.0,0.4764712440781608,0.340591251391202,0.18293750453063717
411,NonResidential,Small- and Mid-Sized Office,98102.0,2902201000,4,LAKE UNION,47.64037,-122.32626,1.0,4,85385,Office,,4855036.5,33.85,38,0.36552087603208994,0.6388376677052203,0.324601004641699,0.03656132765308069
412,NonResidential,Distribution Center,98108.0,2924049109,1,GREATER DUWAMISH,47.53687,-122.33316,1.0,2,98024,Distribution Center,94.0,1988334.5,42.25,27,0.0,0.0,0.0,0.0
413,NonResidential,Mixed Use Property,98109.0,2925049094,7,LAKE UNION,47.62405,-122.33084,1.0,1,65000,Office,,2603931.25,63.89,88,0.23076923076923078,0.4444444444444444,0.3333333333333333,0.2222222222222222
414,NonResidential,Large Office,98109.0,2925049098,7,LAKE UNION,47.62488,-122.33007,1.0,5,144573,Office,62.0,5135040.0,35.8,26,0.46080526792692966,0.0,0.0,0.0
415,NonResidential,Retail Store,98125.0,2926049272,5,NORTH,47.70759,-122.3255,1.0,2,302812,Retail Store,97.0,7290824.5,129.29,66,0.0,0.0,0.0,0.0
416,NonResidential,Small- and Mid-Sized Office,98133.0,2926049277,5,NORTHWEST,47.70744,-122.33171,1.0,5,86400,Office,53.0,9080022.0,293.55,42,0.0,0.0,0.0,0.0
417,NonResidential,Other,98125.0,2926049468,5,North,47.7094,-122.31843,0.0,2,98539,Strip Mall,,5450441.5,46.49,47,0.0,0.0,0.0,0.0
418,NonResidential,Small- and Mid-Sized Office,98144.0,2926049490,5,NORTHWEST,47.70732,-122.33279,1.0,6,86483,Office,56.0,6361236.5,44.35,35,0.0,0.0,0.0,0.0
419,NonResidential,Distribution Center,98106.0,3024049016,1,DELRIDGE,47.53926,-122.34143,1.0,1,51600,Distribution Center,75.0,1124543.125,22.1,40,0.0,0.0,0.0,0.0
420,NonResidential,Warehouse,98106.0,3024049159,1,DELRIDGE,47.53689,-122.33847,1.0,1,140520,Non-Refrigerated Warehouse,61.0,2225512.0,57.73,48,0.0,0.0,0.0,0.0
421,NonResidential,Large Office,98109.0,3025049001,7,MAGNOLIA / QUEEN ANNE,47.63116,-122.34193,1.0,5,154029,Office,95.0,4636396.5,58.88,30,0.4049886709645586,0.0,0.0,0.0
422,NonResidential,Other,98133.0,3026049051,5,NORTHWEST,47.70887,-122.33494,1.0,3,161789,Parking,,6963616.5,49.28,11,0.5682401152117882,0.0,0.0,0.0
423,NonResidential,Medical Office,98133.0,3026049142,5,NORTHWEST,47.7126,-122.33782,1.0,3,63909,Medical Office,,4765753.5,33.22,11,0.0,0.0,0.0,0.0
424,NonResidential,Warehouse,98103.0,3126049011,5,NORTHWEST,47.69814,-122.34295,1.0,2,53472,Non-Refrigerated Warehouse,,971155.625,34.0,68,0.0,0.0,0.0,0.0
425,NonResidential,Warehouse,98108.0,3224049045,1,GREATER DUWAMISH,47.52696,-122.32913,1.0,1,50417,Non-Refrigerated Warehouse,14.0,1847401.0,58.67,36,0.0,0.0,0.0,0.0
426,NonResidential,Restaurant,98101.0,7666202435,7,DOWNTOWN,47.60613,-122.34115,1.0,1,43728,Restaurant,,11508035.0,611.19,116,0.0,0.0,0.0,0.0
427,NonResidential,Medical Office,98133.0,3226049177,5,NORTHWEST,47.70449,-122.33272,1.0,3,133298,Medical Office,21.0,15640994.0,295.48,55,0.0,0.0,0.0,0.0
428,NonResidential,Retail Store,98125.0,3226049481,5,NORTH,47.70759,-122.3255,1.0,2,168619,Retail Store,78.0,6455828.5,91.1,51,0.0,0.0,0.0,0.0
429,NonResidential,Mixed Use Property,98102.0,3383900230,4,LAKE UNION,47.63451,-122.32505,0.0,5,251827,Parking,,47102428.0,1156.45,14,0.449983520432678,0.4028110536830206,0.2985944731584897,0.2985944731584897
430,NonResidential,Large Office,98109.0,3481800010,7,LAKE UNION,47.6244,-122.33157,1.0,4,175885,Office,91.0,6486377.5,45.22,16,0.4058617846888592,0.0,0.0,0.0
431,NonResidential,Warehouse,98134.0,3573200005,2,GREATER DUWAMISH,47.56089,-122.33474,1.0,2,104786,Non-Refrigerated Warehouse,93.0,1028376.875,23.86,47,0.0,0.0,0.0,0.0
432,NonResidential,Other,98134.0,3573200658,2,GREATER DUWAMISH,47.55787,-122.335,1.0,1,53040,Other,,1770027.5,49.9,16,0.7843137254901961,0.0,0.0,0.0
433,NonResidential,Other,98134.0,3573700130,2,GREATER DUWAMISH,47.55741,-122.33163,0.0,1,110689,Other,,2339814.25,107.83,43,0.0,0.0,0.0,0.0
434,NonResidential,Small- and Mid-Sized Office,98134.0,3573700330,2,GREATER DUWAMISH,47.5563,-122.33186,1.0,1,53620,Office,86.0,2058955.25,22.12,68,0.0,0.0,0.0,0.0
435,NonResidential,Small- and Mid-Sized Office,98134.0,3573700410,2,GREATER DUWAMISH,47.55623,-122.33316,1.0,1,50008,Office,62.0,3202213.0,65.3,78,0.0,0.0,0.0,0.0
436,NonResidential,Large Office,98119.0,3879902270,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,1.0,4,291176,Office,98.0,6657348.5,49.74,7,0.34403934390196994,0.0,0.0,0.0
437,NonResidential,Warehouse,98134.0,3957900060,2,GREATER DUWAMISH,47.56549,-122.33221,1.0,1,50832,Non-Refrigerated Warehouse,63.0,2551022.25,107.16,59,0.0,0.0,0.0,0.0
438,NonResidential,Refrigerated Warehouse,98108.0,3958900565,2,GREATER DUWAMISH,47.56158,-122.32754,1.0,1,76354,Refrigerated Warehouse,70.0,2843033.5,20.29,45,0.0,0.0,0.0,0.0
439,NonResidential,Warehouse,98134.0,3958900851,2,GREATER DUWAMISH,47.56558,-122.32889,1.0,1,98480,Non-Refrigerated Warehouse,65.0,2831565.5,39.5,60,0.0,0.0,0.0,0.0
440,NonResidential,Mixed Use Property,98103.0,4083300140,4,LAKE UNION,47.66113,-122.33572,1.0,2,53002,Retail Store,75.0,3441643.25,64.0,112,0.0,0.4095698492722819,0.3554608017211213,0.23496934900659677
441,NonResidential,Mixed Use Property,98102.0,4088802666,4,LAKE UNION,47.63465,-122.32592,1.0,3,175918,Office,,22530168.0,640.71,8,0.29114701167589446,0.4300480072171924,0.3751522376518349,0.19479975513097272
442,NonResidential,Other,98102.0,4088802925,3,LAKE UNION,47.63108,-122.32746,1.0,3,169785,Other,,19155416.0,406.02,96,0.37566333892864506,0.0,0.0,0.0
443,NonResidential,Large Office,98109.0,4088803725,7,LAKE UNION,47.63,-122.3396,1.0,11,124721,Office,58.0,13898181.0,365.79,45,0.0,0.7958489282068731,0.11538973623089782,0.0887613355622291
444,NonResidential,Small- and Mid-Sized Office,98109.0,4088803750,7,LAKE UNION,47.63376,-122.33968,1.0,7,94002,Office,70.0,5662234.0,39.47,46,0.0,0.0,0.0,0.0
445,NonResidential,Warehouse,98108.0,5084400005,2,GREATER DUWAMISH,47.55515,-122.3275,1.0,1,93020,Non-Refrigerated Warehouse,60.0,1252323.875,8.73,42,0.0,0.0,0.0,0.0
446,NonResidential,Other,98121.0,0653000350,7,DOWNTOWN,47.6153,-122.35014,1.0,1,23000,Other,,711118.375,25.74,70,0.0,0.0,0.0,0.0
447,NonResidential,Supermarket / Grocery Store,98118.0,5087400030,2,SOUTHEAST,47.52095,-122.26825,1.0,1,61053,Supermarket/Grocery Store,32.0,13133225.0,306.5,14,0.0,0.0,0.0,0.0
449,NonResidential,Small- and Mid-Sized Office,98104.0,5247800255,2,DOWNTOWN,47.59895,-122.33379,1.0,5,78920,Office,88.0,2830674.75,19.73,112,0.0,0.0,0.0,0.0
450,NonResidential,Small- and Mid-Sized Office,98104.0,5247800280,2,DOWNTOWN,47.59855,-122.33327,1.0,7,99440,Office,64.0,6606832.5,134.69,110,0.0,0.0,0.0,0.0
451,NonResidential,Small- and Mid-Sized Office,98104.0,5247800300,2,DOWNTOWN,47.59856,-122.33379,1.0,6,73260,Office,82.0,2853189.5,19.89,109,0.0,0.0,0.0,0.0
452,NonResidential,Small- and Mid-Sized Office,98104.0,5247800320,7,DOWNTOWN,47.59979,-122.3338,1.0,4,69817,Office,87.0,2178074.5,76.8,116,0.0,0.0,0.0,0.0
453,NonResidential,Small- and Mid-Sized Office,98104.0,5247800390,7,DOWNTOWN,47.60035,-122.33379,1.0,4,84750,Office,,2094724.625,26.04,116,0.0,0.0,0.0,0.0
454,NonResidential,Small- and Mid-Sized Office,98104.0,5247800555,7,DOWNTOWN,47.60146,-122.33248,1.0,6,75496,Office,,3570161.75,24.89,116,0.17643318851329873,0.7604396699154864,0.1617048831919239,0.0778554468925897
455,NonResidential,Large Office,98104.0,5247800695,7,DOWNTOWN,47.59962,-122.33247,1.0,4,164380,Office,79.0,7655751.0,130.31,116,0.0,0.0,0.0,0.0
456,NonResidential,Large Office,98104.0,5247800755,2,DOWNTOWN,47.59858,-122.33198,1.0,7,160580,Office,98.0,4336187.5,99.59,109,0.0,0.0,0.0,0.0
458,Nonresidential COS,Other,98104.0,5247801160,2,DOWNTOWN,47.59871,-122.3299,1.0,3,67755,Other,,1904480.0,13.28,110,0.0,0.5149525558616468,0.30157636975818797,0.1834710743801653
459,NonResidential,Mixed Use Property,98134.0,7666204795,2,GREATER DUWAMISH,47.59334,-122.32905,1.0,3,56700,Office,37.0,2371575.0,31.58,106,0.0,0.46296296296296297,0.318342151675485,0.21869488536155202
460,NonResidential,Warehouse,98134.0,7666204800,2,GREATER DUWAMISH,47.59366,-122.32666,1.0,1,82852,Non-Refrigerated Warehouse,83.0,2153603.5,65.56,94,0.0,0.0,0.0,0.0
461,NonResidential,Other,98134.0,7666205335,2,GREATER DUWAMISH,47.57941,-122.33131,1.0,2,76442,Other,,3978277.0,132.6,63,0.0,0.6635656470093556,0.23651844843897823,0.09991590455166614
462,NonResidential,Distribution Center,98134.0,7666205408,2,GREATER DUWAMISH,47.57658,-122.33054,1.0,2,92792,Distribution Center,56.0,3155496.0,74.18,54,0.0,0.0,0.0,0.0
463,NonResidential,Other,98134.0,7666206115,2,GREATER DUWAMISH,47.58444,-122.33282,2.0,2,125519,Manufacturing/Industrial Plant,,2244317.0,15.65,75,0.0,0.0,0.0,0.0
464,NonResidential,Large Office,98134.0,7666206220,2,GREATER DUWAMISH,47.58361,-122.33369,1.0,4,129000,Office,80.0,4374646.0,30.5,116,0.2,0.0,0.0,0.0
465,NonResidential,Warehouse,98134.0,7666206285,2,GREATER DUWAMISH,47.58781,-122.33264,1.0,1,78814,Non-Refrigerated Warehouse,69.0,861972.875,16.48,62,0.0,0.0,0.0,0.0
466,NonResidential,Small- and Mid-Sized Office,98134.0,7666206640,2,GREATER DUWAMISH,47.59486,-122.33368,1.0,4,58970,Office,,1776411.75,41.18,112,0.0,0.6818881477680862,0.19839233795108602,0.11971951428082778
467,NonResidential,Distribution Center,98134.0,7666206676,2,GREATER DUWAMISH,47.59403,-122.33367,1.0,6,75600,Distribution Center,15.0,2688675.75,18.74,106,0.14285714285714285,0.755700325732899,0.15546342907906427,0.08883624518803672
468,NonResidential,Distribution Center,98134.0,7666206690,2,GREATER DUWAMISH,47.59363,-122.33371,1.0,4,56270,Distribution Center,,1056782.125,7.37,109,0.0,0.7487140979913648,0.1740191477379388,0.07726675427069646
469,NonResidential,Small- and Mid-Sized Office,98104.0,7666206851,2,DOWNTOWN,47.59701,-122.33378,1.0,4,66842,Office,31.0,5608600.5,138.35,112,0.0,0.0,0.0,0.0
470,NonResidential,Small- and Mid-Sized Office,98104.0,7666206871,2,DOWNTOWN,47.59639,-122.33368,1.0,6,75288,Office,81.0,2891605.0,20.18,107,0.14344915524386356,0.0,0.0,0.0
471,NonResidential,Large Office,98104.0,7666206895,2,DOWNTOWN,47.59806,-122.33475,1.0,7,184322,Office,81.0,9722890.0,67.78,112,0.0,0.0,0.0,0.0
472,NonResidential,Large Office,98104.0,7666206900,2,DOWNTOWN,47.59767,-122.33467,1.0,7,287853,Office,43.0,25567108.0,182.14,7,0.0,0.0,0.0,0.0
473,NonResidential,Small- and Mid-Sized Office,98134.0,7666206966,2,GREATER DUWAMISH,47.59202,-122.33486,1.0,2,64512,Office,53.0,5968153.5,180.76,102,0.0,0.0,0.0,0.0
474,NonResidential,Mixed Use Property,98134.0,7666207045,2,GREATER DUWAMISH,47.58924,-122.33566,1.0,6,286000,Parking,,63835192.0,445.62,7,0.39081818181818184,0.4142969398647847,0.4030771853872613,0.18262587474795397
475,NonResidential,Warehouse,98134.0,7666207175,2,GREATER DUWAMISH,47.58365,-122.33467,1.0,7,144050,Non-Refrigerated Warehouse,26.0,3929371.0,98.43,90,0.0,0.0,0.0,0.0
476,NonResidential,Small- and Mid-Sized Office,98104.0,7666207195,2,GREATER DUWAMISH,47.58252,-122.33465,1.0,3,60592,Office,16.0,5049446.5,47.25,86,0.0,0.0,0.0,0.0
477,NonResidential,Large Office,98134.0,7666207220,2,GREATER DUWAMISH,47.58181,-122.33534,0.0,6,1380959,Office,79.0,74130576.0,810.7,104,0.0,0.6661190724535039,0.18723994544470618,0.14664098210178994
478,NonResidential,Retail Store,98134.0,7666207295,2,GREATER DUWAMISH,47.57842,-122.33558,1.0,1,107930,Retail Store,57.0,7221482.5,100.42,23,0.0,0.0,0.0,0.0
479,NonResidential,Warehouse,98134.0,7666207506,2,GREATER DUWAMISH,47.57096,-122.3355,1.0,1,99084,Non-Refrigerated Warehouse,83.0,1618110.375,49.25,90,0.0,0.0,0.0,0.0
480,NonResidential,Distribution Center,98106.0,7666703530,1,Delridge,47.56676,-122.35247,1.0,1,72719,Distribution Center,28.0,2581741.75,42.74,63,0.0,0.0,0.0,0.0
481,NonResidential,Small- and Mid-Sized Office,98134.0,7669800045,3,EAST,47.59534849,-122.327269,0.0,4,76624,Office,91.0,2773647.5,33.41,86,0.0,0.0,0.0,0.0
482,NonResidential,Small- and Mid-Sized Office,98105.0,7733600055,4,NORTHEAST,47.66158,-122.31625,1.0,6,91706,Office,2.0,8570571.0,59.75,15,0.39891610145464856,0.580997971779382,0.37839399821167646,0.040608030008941615
483,NonResidential,Medical Office,98109.0,7863500020,7,LAKE UNION,47.62395,-122.33392,1.0,5,129093,Medical Office,6.0,19248732.0,477.85,8,0.3090949935317949,0.6732050333086602,0.2843849604978927,0.04241000619344703
484,NonResidential,Large Office,98106.0,7881500200,1,DELRIDGE,47.56787,-122.36419,1.0,5,138106,Office,41.0,8381834.5,58.43,25,0.11745326053900627,0.0,0.0,0.0
485,NonResidential,Retail Store,98108.0,7886100495,2,GREATER DUWAMISH,47.56664,-122.32346,1.0,1,56572,Retail Store,66.0,2409429.0,67.29,43,0.0,0.0,0.0,0.0
487,NonResidential,Medical Office,98104.0,8725990000,3,EAST,47.60979,-122.32298,1.0,0,225982,Medical Office,53.0,20560622.0,692.12,12,0.0,0.0,0.0,0.0
488,NonResidential,Mixed Use Property,98121.0,8729740000,7,DOWNTOWN,47.61783,-122.33729,0.0,0,516407,Parking,31.0,39403320.0,734.72,10,0.0,0.48570913387276354,0.42901726101084536,0.0852736051163911
489,NonResidential,Large Office,98104.0,8809700020,2,DOWNTOWN,47.59794,-122.32767,1.0,11,312512,Office,,25747022.0,185.39,16,0.0,0.9705611304525906,0.01516101781691583,0.014277851730493549
490,NonResidential,Large Office,98101.0,9184500000,7,DOWNTOWN,47.6074,-122.33777,1.0,42,1592914,Office,97.0,56498868.0,481.06,11,0.0,0.5836137107423781,0.2225080221750142,0.19387826708260766
491,NonResidential,Small- and Mid-Sized Office,98101.0,1975700220,7,DOWNTOWN,47.61077,-122.3361,1.0,6,97720,Office,,2478025.25,17.28,90,0.0,0.7049719402660579,0.16304539833951598,0.1319826613944261
492,NonResidential,Medical Office,98104.0,6108450000,3,EAST,47.61002,-122.32222,1.0,10,422503,Medical Office,46.0,17254810.0,190.1,31,0.48894327377557084,0.0,0.0,0.0
493,NonResidential,Medical Office,98122.0,7942600570,3,CENTRAL,47.60649,-122.31121,1.0,7,94500,Medical Office,68.0,5792926.0,40.38,29,0.0,0.0,0.0,0.0
494,NonResidential,Retail Store,98106.0,7985400295,1,DELRIDGE,47.53655,-122.36377,0.0,1,94713,Retail Store,79.0,5417598.0,94.74,11,0.0,0.0,0.0,0.0
495,NonResidential,Medical Office,98122.0,8590400395,7,EAST,47.60707,-122.3288,1.0,9,302902,Medical Office,58.0,14751117.0,130.32,8,0.33457025704683363,0.0,0.0,0.0
